Date,Patch name,Stand Type ,Trap Name,Mass (g),Moth Count,Head Count,Body Count,Wing Count,Total Moth,"""Muck"" Mass (g)",Other Species (in lab),Field Notes,Lab notes,,,,,,,,,,,,,
20/08/2024,Oka,Oak,OkaOak1.2,3.7078,91,1,1,7,92,NA,9,NA,"9 other species (1 spider, 7 flies, 1 mosquito), total moths = moth count + body/head (i ripped this one in half by accident), wings ignored  ",,,,,,,,,,,,,
20/08/2024,Oka,Oak,OkaOak1.3,3.5431,52,0,0,0,52,NA,0,"flies and a few beetles, trap was very wet ","moths were still sort of damp, weight probably higher than it should be, whole intact moths. Maybe compare with other bags with similar #s?",,,,,,,,,,,,,
20/08/2024,Oka,Oak,OkaOak1.4,2.4113,41,1,0,0,42,NA,4,a few beetles ,"1 harvestmen, 1 moth, 2 flies, total moths = moth count + head",,,,,,,,,,,,,
20/08/2024,Oka,Oak,OkaOak1.5,0.9733,7,8,2,11,17,6.75,6,"several beetles, very wet ","6 species (4 flies, 2 small beetles), extremely decomposed, bits of wings, bits of heads, clumps of matter that is impossible to decipher ",,,,,,,,,,,,,
20/08/2024,Oka,Oak,OkaOak1.6,3.7155,59,0,1,2,60,,5,NA,"5 species (3 flies, 1 harvestmen, 1 ant, 1 spider?), total moths = moth count + body ",,,,,,,,,,,,,
20/08/2024,Oka,Pine,OkaPine1.1,8.6922,93,6,5,10,104,41.5,15,"lots of beetles, heavy decomp ","species (mix of flies, beetles, winged insects) decomposition made counting wings impossible, total moths = moth count + heads + body ",,,,,,,,,,,,,
20/08/2024,Oka,Pine,OkaPine1.2,2.6415,61,0,0,0,61,NA,1,NA,"1 fly, moths in good state",,,,,,,,,,,,,
20/08/2024,Oka,Pine,OkaPine1.3,3.3347,38,12,1,8,53,32,16,"lots of beetles, heavy decomp, 2 HEAD DROPPED ","wings uncountable, species ( mostly flies, 1 beetle, 1 stink bug), total moths = moth count + bodies + head + 2 heads that fell",,,,,,,,,,,,,
20/08/2024,Oka,Pine,OkaPine1.4,2.0052,51,0,0,0,51,NA,0,NA,moths were in good state ,,,,,,,,,,,,,
20/08/2024,Oka,Pine,OkaPine1.5,1.9145,43,0,0,0,43,NA,0,catepillars ,moths were in good state ,,,,,,,,,,,,,
20/08/2024,Oka,Pine,OkaPine1.6,1.8471,39,1,4,7,44,NA,0,some beetles ,"total moths = moth count + bodies + head, wings ignored ",,,,,,,,,,,,,
20/08/2024,Oka,Pine,OkaPine1.7,1.3836,24,0,1,2,25,NA,0,flies and stink bug,"wings ignored, total moths = moth count + body ",,,,,,,,,,,,,
20/08/2024,Oka,Oak/Pine,OkaOP2.1,3.2715,63,0,0,4,63,NA,1,caterpillars ,"moths intact, wings ignored, 1 fly ",,,,,,,,,,,,,
20/08/2024,Oka,Oak/Pine,OkaOP2.2,1.337,0,31,6,0,37,41,0,"tons of beetles, full of muck",NA,,,,,,,,,,,,,
20/08/2024,Oka,Oak/Pine,OkaOP2.3,10.1172,28,79,24,0,134,38,0,"tons of beetles, full of muck, 3 DROPPED HEADS ADDED TO TOTAL","wings impossible to count, complete mush, very wet, total moths = moths + bodies + heads + heads dropped (3)",,,,,,,,,,,,,
20/08/2024,Oka,Pine,OkaPine2.1,11.5901,145,7,10,14,162,NA,12,"lots of beetles, some decomp","some wet some dry, species (mostly flies, 1 large beetle), total moths = moths + bodies + heads, wings disregarded ",,,,,,,,,,,,,
20/08/2024,Oka,Pine,OkaPine2.2,8.4408,112,0,1,0,113,NA,24,"a lot of beetles, some decomp","lots of flies, total moths = moths + body",,,,,,,,,,,,,
20/08/2024,Oka,Pine,OkaPine2.3,4.0437,60,2,2,6,64,NA,3,a few beetles ,"some dry some wet, total count = moths + bodies + heads, wings disregarded",,,,,,,,,,,,,
20/08/2024,Oka,Pine,OkaPine2.4,4.4075,111,0,0,4,111,NA,2,NA,"moths intact and dry, wings disregarded, 2 flies ",,,,,,,,,,,,,
20/08/2024,Oka,Pine,OkaPine2.5,3.4808,59,0,1,1,60,31,19,"many beetles, advanced decomp ","very decomposed and wet, 19 species (mostly flies, a harvestmen, couple beetle looking species), total count = moth count  + body, wings disregarded ",,,,,,,,,,,,,
20/08/2024,Oka,Oak/Pine,OkaOP1.1,3.9406,83,1,2,4,86,,10,a few beetles ,"species (mostly flies, 1 beetle), moths relatively dry, total moths = moths + heads + bodies ",,,,,,,,,,,,,
20/08/2024,Oka,Oak/Pine,OkaOP1.2,4.5086,100,0,1,5,101,NA,2,a few beetles ,"2 flies, moths dry, total moths = moths + bodies ",,,,,,,,,,,,,
20/08/2024,Oka,Oak/Pine,OkaOP1.3,2.8778,69,0,0,0,69,NA,0,NA,dry moths,,,,,,,,,,,,,
20/08/2024,Oka,Oak/Pine,OkaOP1.4,1.0701,21,0,0,2,21,NA,1,NA,"1 fly, wings ignored ",,,,,,,,,,,,,
20/08/2024,Oka,Pine,OkaPine3.1,6.2444,54,10,3,5,67,17.5,35,"some beetles, advanced decomp","A LOT of flies, total moths = moths + heads + bodies, wet ",,,,,,,,,,,,,
20/08/2024,Oka,Pine,OkaPine3.2,1.2362,26,0,1,1,27,NA,2,NA,"very slightly wet, wings disregarded, total moths = moths + bodies, 2 flies  ",,,,,,,,,,,,,
20/08/2024,Oka,Pine,OkaPine3.3,3.0035,27,7,8,14,42,13.5,5,"some beetles, advanced decomp ","2 fleis, wet, wings disregarded, total moths = moths + bodies + heads ",,,,,,,,,,,,,
20/08/2024,Oka,Pine,OkaPine3.4,1.6297,18,1,3,7,22,8,5,"some beetles, advanced decomp ","2 flies, mostly dry, total moths = moths + bodies + heads, wings ignored ",,,,,,,,,,,,,
21/08/2024,Notre Dame de Bonsecours,Oak,NDBOak1.1,1.7052,27,0,1,1,28,NA,7,"some beetles, minimal decomp","5 species (1 spider, 7 flies), total = moths + bodies ",,,,,,,,,,,,,
21/08/2024,Notre Dame de Bonsecours,Oak,NDBOak1.2,2.1501,20,1,3,30,24,NA,29,"some beetles, minimal decomp","a LOT of tiny flies, total = moths + bodies + heads, slightly wet ",,,,,,,,,,,,,
21/08/2024,Notre Dame de Bonsecours,Oak,NDBOak1.3,1.4126,1,14,3,4,18,65.5,0,"heavy decomp, full of muck","extremely decomposed,  difficult to count body parts, wet, total = moth + bodies + heads ",,,,,,,,,,,,,
21/08/2024,Notre Dame de Bonsecours,Oak,NDBOak1.4,2.5885,1,29,2,9,32,23.25,2,"heavy decomp, full of muck","2 beetles, extremely decomposed, difficult to count body parts, wet, total = moth + bodies + heads ",,,,,,,,,,,,,
21/08/2024,Notre Dame de Bonsecours,Pine,NBDPine2.1,1.6434,35,1,0,1,36,NA,3,2 looper moths ,"moths intact, 2 flies, total moths = moth + head",,,,,,,,,,,,,
21/08/2024,Notre Dame de Bonsecours,Pine,NBDPine2.2,1.4135,27,0,1,2,28,NA,6,flies + grasshoppers ,"6 flies, moths intact, total = moths + bodies",,,,,,,,,,,,,
21/08/2024,Notre Dame de Bonsecours,MOM,NDBMOM,3.3531,32,22,7,18,61,32,7,"heavy decomp, many beetles, full muck ","a lot of pieces of beetles, species (3 flies, 4 beetles), total = moths + heads + bodies, wings disregarded ",,,,,,,,,,,,,
21/08/2024,Notre Dame de Bonsecours,Pine,NDBPine1.1,3.6474,14,19,4,13,37,28.25,11,"heavy decomp, full muck","extremely decomposed,  difficult to count body parts, wet, total = moth + bodies + heads, species (beetles, small beetles, flies)",,,,,,,,,,,,,
21/08/2024,Notre Dame de Bonsecours,Oak/Pine,NDBOP2.1,3.6489,74,0,1,8,75,NA,6,2 looper moth,"moths intact, 6 flies, total = moths + bodies ",,,,,,,,,,,,,
21/08/2024,Notre Dame de Bonsecours,Oak/Pine,NDBOP2.2,2.5899,44,0,0,0,44,NA,11,"a few beetles, 1 looper moth","moths intact, mostly flies + 1 harvestment + 1 looper moth ",,,,,,,,,,,,,
21/08/2024,Notre Dame de Bonsecours,Oak/Pine,NDBOP2.3,1.9309,47,0,1,4,48,NA,7,3 non-spongy moths moths,"6 flies, intact and dry, total = moths +  body",,,,,,,,,,,,,
22/08/2024,Papineauville,Oak,PAPOak1.1,0.2776,0,16,0,0,16,51,0,"heavy decomp, many beetles","basically nothing left to count but a few heads/thoraxes, need to see if we can convert muck g = moth counts ",,,,,,,,,,,,,
22/08/2024,Papineauville,Oak,PAPOak1.2,5.3245,114,0,1,3,115,NA,5,"a few beetles, 2 looper moths ","5 species (4 looper moths 1 fly), wings ignored, total = Moths + bodies, dry",,,,,,,,,,,,,
22/08/2024,Papineauville,Oak,PAPOak2.1,5.8158,104,8,5,35,117,NA,4,"some beetles, minimal decomp","4 flies, total moths = moths + heads + bodies, mostly dry ",,,,,,,,,,,,,
22/08/2024,Papineauville,Oak,PAPOak2.2,3.1308,1,73,6,10,80,44,1,"advanced decomp, many beetles","very decomposed, 1 fly, total moths = moths + heads + bodies, wet",,,,,,,,,,,,,
22/08/2024,Papineauville,Oak/Pine,PAPOP1.1,8.0552,37,40,14,64,91,25.25,6,"advanced decomp, many beetles","wing count is a rough estimate due to decomposition, total moths = bodies + heads + moths , 6 flies, wet",,,,,,,,,,,,,
22/08/2024,Papineauville,Oak/Pine,PAPOP1.2,10.5414,62,29,8,42,99,38,5,"advanced decomp, many beetles","wing count is a rough estimate due to decomposition, total moths = bodies + heads + moths , 5flies + 1 moth, wet",,,,,,,,,,,,,
22/08/2024,Montebello,Oak,MontOak1.1,2.6575,63,0,0,3,63,NA,1,a few beetles,"dry, 1 fly, moths intact, bunch of little pieces of traps in bag",,,,,,,,,,,,,
22/08/2024,Montebello,Oak,MontOak1.2,4.3999,6,44,8,24,58,32,1,"advanced decomp, many beetles","wet, 1 beetle, total = moths + bodies + heads, wings ignored ",,,,,,,,,,,,,
22/08/2024,Montebello,Pine,MontPine2.1,4.2866,21,13,45,28,79,32.5,9,"advanced decomp, many beetles","wet, 9 flies, total = moths + bodies + heads, wings ignored ",,,,,,,,,,,,,
22/08/2024,Montebello,Pine,MontPine2.2,5.1035,7,50,0,37,58,34,1,"advanced decomp, many beetles, +1 HEAD ADDED TO TOTAL","wet, 1 beetle, total = moths + bodies + heads, wings ignored ",,,,,,,,,,,,,
22/08/2024,Montebello,Pine,MontPine2.3,0.0267,1,0,0,1,1,NA,0,"Trap was opened, only 1 moth left",one dry moth,,,,,,,,,,,,,
22/08/2024,Montebello,MOM,MontMOM,3.4527,18,18,9,32,45,22.5,10,"advanced decomp, many beetles","wet, 4 flies + many other species that are hard to ID, total = moths + bodies + heads ",,,,,,,,,,,,,
22/08/2024,Montebello,Oak,MontOak2.1,0.3889,0,10,1,28,11,6.5,9,"advanced decomp, many beetles, 4 non-spongy moths ","dry, 9 flies, barely recognizable moths pieces. No idea how to count total here",,,,,,,,,,,,,
22/08/2024,Montebello,Oak,MontOak2.2,2.9983,77,0,0,6,77,NA,5,NA,"2 flies + 3 looper moths , wings ignored, dry",,,,,,,,,,,,,
22/08/2024,Montebello,Pine,MontPine1.1,0.6459,18,0,1,4,19,NA,0,NA,"dry, wings ignored ",,,,,,,,,,,,,
22/08/2024,Montebello,Pine,MontPine1.2,2.7966,52,2,7,19,61,NA,17,"few beetles, minimum decomp, 4 looper moths ","mostly dry, 17 species (mostly flies, some small true bugs/beetles), total moths = moths + heads + bodies, ",,,,,,,,,,,,,
22/08/2024,Montebello,Pine,Mont2Pine1.1,NA,NA,NA,NA,NA,NA,NA,NA,TRAP FOUND OPEN - NOTHING INSIDE,NA,,,,,,,,,,,,,
22/08/2024,Montebello,Pine,Mont2Pine1.2,1.6589,0,44,3,5,47,42.5,0,"heavy decomp, full muck","extremely difficult to ID body parts, wings completely torn (ignored), total = bodies + heads",,,,,,,,,,,,,
22/08/2024,Montebello,Pine/Oak,Mont2OP1.1,2.7408,46,14,3,8,63,60,15,"advanced decomp, many beetles ","many small species of beetles and decomposer beetles, difficult to ID body parts, wings completely torn (ignored) ",,,,,,,,,,,,,
22/08/2024,Montebello,Pine/Oak,Mont2OP1.2,NA,3,NA,NA,NA,3,NA,NA,TRAP FOUND OPEN - 3 MOTHS ON GROUND (COUNTED),NA,,,,,,,,,,,,,
23/08/2024,Montebello,Oak/Pine,Mont2OP2.1,0.2832,0,24,0,3,24,62,1,"heavy decomp, full muck, tons of beetles ","extremely decomposed, only thorax/heads left, wings ignored ",,,,,,,,,,,,,
23/08/2024,Montebello,Oak/Pine,Mont2OP2.2,1.2981,39,0,0,1,39,NA,3,NA,"3 flies , moths intact, dry",,,,,,,,,,,,,
23/08/2024,Oka,Pine,OkaPine3.5,3.2258,10,25,6,9,41,40.5,8,"heavy decomp, full muck, tons of beetles ","bunch of pieces of beetles, total = moths + bodies + heads , wet ",,,,,,,,,,,,,
23/08/2024,Oka,MOM,OkaMOM1,5.9724,95,0,1,3,96,NA,19,"a few beetles, moths still intact after whole summer??","lots of flies, total moths = moths + body",,,,,,,,,,,,,
23/08/2024,Oka,Pine/Oak,OkaOP3.1,1.6061,32,0,0,0,32,NA,0,"one wasp, one caterpillar ","mostly dry, intact",,,,,,,,,,,,,
23/08/2024,Oka,Pine/Oak,OkaOP3.2,1.6173,26,1,1,4,28,NA,0,some caterpillars ,"mostly dry, intact, total = heads + bodies + moths, wings ignored ",,,,,,,,,,,,,
23/08/2024,Oka,Pine/Oak,OkaOP3.3,4.1593,42,1,5,6,48,NA,3,a few beetles. minimal decomp,"3 flies, a bit wet, total = heads + bodies + moth, wings ignored ",,,,,,,,,,,,,
23/08/2024,Oka,Pine/Oak,OkaOP3.4,2.4591,36,1,4,7,41,NA,2,few beetles,"2 flies, total = heads + bodies + moths, wings ignored ",,,,,,,,,,,,,
23/08/2024,Oka,Pine/Oak,OkaOP3.5,3.8597,17,21,9,19,47,14,38,"advanced decomp, many beetles","a TON of flies, total = heads + bodies + moths, wings ignored, wet",,,,,,,,,,,,,
23/08/2024,Oka,Pine/Oak,OkaOP3.6,3.9317,61,0,1,5,62,NA,1,NA,"1 fly, total = bodies + moths, wings ignored, somewhat dry",,,,,,,,,,,,,
23/08/2024,Oka,MOM,OkaMOM2,3.5644,52,1,6,12,59,NA,3,"a few beetles, moths still intact after whole summer??","3 flies, total = bodies + moths + heads, wings ignored ",,,,,,,,,,,,,
26/08/2024,Mont Saint Hilaire,Oak,MSH2Oak1.1,0.0684,3,1,1,2,5,NA,0,"No decomp, lady bugs ",total = bodies + heads + moths ,,,,,,,,,,,,,
26/08/2024,Mont Saint Hilaire,Oak,MSH2Oak1.2,0.0385,1,0,0,0,1,NA,0,No decomp ,1 moth ,,,,,,,,,,,,,
26/08/2024,Mont Saint Hilaire,Oak,MSHOak1.1,0.1352,1,10,1,32,12,NA,1,"minimum decomp, something ate a lot of the heads and bodies ","1 fly, total = bodies + heads + moths",,,,,,,,,,,,,
26/08/2024,Mont Saint Hilaire,Oak,MSHOak1.2,0.3335,9,0,0,0,9,NA,0,no decomp,NA,,,,,,,,,,,,,
26/08/2024,Mont Saint Hilaire,Oak,MSHOak1.3,0.8726,24,0,0,0,24,NA,2,"No decomp, pale beauty + spiders ","1 harvestmen, 1 caterpillar ",,,,,,,,,,,,,
26/08/2024,Mont Saint Hilaire,Oak,MSHOak1.4,0.4567,13,0,0,0,13,NA,1,"No decomp, some fungus ",NA,,,,,,,,,,,,,
27/08/2024,Mont Saint Hilaire,Pine,MSHPine1.1,0.3035,12,0,0,0,12,NA,,NA,NA,,,,,,,,,,,,,
27/08/2024,Mont Saint Hilaire,MOM,MSH2MOM2,0.247,9,1,0,3,10,NA,0,"minimum decomp, fungus present ",NA,,,,,,,,,,,,,
27/08/2024,Mont Saint Hilaire,MOM,MSH2MOM,0.2058,7,0,0,0,7,NA,1,"minimum decomp, fungus present ",1 fly ,,,,,,,,,,,,,
27/08/2024,Mont Saint Hilaire,MOM,MSHMOM,0.2492,0,16,0,7,16,41,0,heavy decomp,"very decomposed, hard to ID parts, wings hard to count, wings ignored ",,,,,,,,,,,,,
27/08/2024,Mont Saint Hilaire,Oak,MSH2Oak1.3,0.0646,2,0,0,0,2,NA,0,"minimum decomp, tiny bit of fungus ",NA,,,,,,,,,,,,,
27/08/2024,Mont Saint Hilaire,Oak,MSH2Oak1.4,NA,NA,NA,NA,NA,NA,NA,NA,"Completely torn apart, nothing recovered",NA,,,,,,,,,,,,,
27/08/2024,Mont Saint Hilaire,Pine/Oak,MSHOP1.1,0.3971,13,0,0,0,13,NA,1,"minimum decomp, a lot of fungus ",1 fly ,,,,,,,,,,,,,
27/08/2024,Mont Saint Hilaire,Oak/Pine,MSHOP2.1,0.0193,1,0,0,3,1,NA,0,"trap ripped to shred, 1 moth found on the ground with some wings ",just 1 moth for total,,,,,,,,,,,,,
27/08/2024,Mont Saint Hilaire,Oak/Pine,MSHOP2.2,0.7164,22,0,0,0,22,NA,1,"minimum decomp, 1 spider, 1 fly, 1 tussock moth, 1 beetle, fugus present","1 fly, moths intact ",,,,,,,,,,,,,
27/08/2024,Mont Saint Hilaire,Oak/Pine,MSHOP2.3,2.15,60,0,1,4,61,NA,3,"minimum decomp, few beetles, lots of fungus, some flies,","3 flies, total = moths + bodies ",,,,,,,,,,,,,
29/08/2024,Rigaud,Pine/Oak,RigOP1.1,0.2639,6,6,3,13,15,2.5,9,"some decomp, some beetles, 2 looper moths ","8 flies (1 beetle thing?), total = moths + bodies + heads, dry",,,,,,,,,,,,,
29/08/2024,Rigaud,Pine/Oak,RigOP1.2,0.3602,10,0,0,0,10,NA,0,"no decomp, 1 fly ",intact moths ,,,,,,,,,,,,,
29/08/2024,Rigaud,Pine/Oak,RigOP1.3,0.1568,6,0,0,2,6,15,1,"advanced decomp, 1 looper moth, many beetles ","1 small beetle, very decomposed ",,,,,,,,,,,,,
29/08/2024,Rigaud,Oak/Pine,RigOP2.1,0.6253,21,0,0,0,21,NA,4,"some decomp, fungus present, 1 looper moth, flies","4 flies, moths intact ",,,,,,,,,,,,,
29/08/2024,Rigaud,Oak/Pine,RigOP2.2,0.1693,5,1,1,2,7,NA,0,"some decomp, fungus present, 1 fly, some fungus ",NA,,,,,,,,,,,,,
29/08/2024,Rigaud,Oak/Pine,RigOP3.1,0.1544,6,1,1,4,8,NA,0,"some decomp, 2 beetles, 3 flies, pale beauty, 2 looper moths ","bits of 1 moth head = 1, total = head + body + moths ",,,,,,,,,,,,,
29/08/2024,Rigaud,Oak/Pine,RigOP3.2,0.707,25,1,1,10,27,NA,0,"min decomp, fungus present, 2 looper moths ","moths intact, total = heads + bodies + moths",,,,,,,,,,,,,
29/08/2024,Rigaud,Oak/Pine,RigOP3.3,0.5759,7,1,4,7,12,NA,8,"open and torn, some beetles, advanced decomp, some stuff still collected ","lots of insects pieces (some flies, large beetle pieces, small beetles), total = heads + bodies + moths ",,,,,,,,,,,,,
29/08/2024,Rigaud,Pine,RigPine2.1,0.1708,5,0,0,0,5,NA,0,"3 daddy long legs, 1 fly, min decomp",intact moths ,,,,,,,,,,,,,
29/08/2024,Rigaud,Pine,RigPine2.2,0,0,0,0,0,0,NA,0,"1 harvestmen, 1 caterpillar, NO MOTHS ",NO MOTHS ,,,,,,,,,,,,,
29/08/2024,Rigaud,Pine,RigPine2.3,0.018,0,2,0,0,2,46,0,"full muck, heavy decomp, many beetles ",2 very decomposed thoraxes ,,,,,,,,,,,,,
29/08/2024,Rigaud,Pine,RigPine3.1,0.4468,16,0,0,1,16,NA,3,NA,"2 harvest men + 1 spider, moths intact ",,,,,,,,,,,,,
29/08/2024,Rigaud,Pine,RigPine3.2,0.2913,10,0,0,4,10,NA,,"1 looper moth, min decomp, spiders, 1 fly ",moths intact ,,,,,,,,,,,,,
30/08/2024,Rigaud,Oak/Pine,RigOP4.1,NA,NA,NA,NA,NA,NA,NA,NA,"Bottom opened, beetles on ground, full decomp ",NA ,,,,,,,,,,,,,
30/08/2024,Rigaud,Oak/Pine,RigOP4.2,0.2636,9,0,0,0,9,NA,0,"1 harvestmen, 1 fly, fungus present, min decomp",intact moths ,,,,,,,,,,,,,
30/08/2024,Rigaud,Oak,RigOak1.1,0.1261,4,2,1,0,7,6,2,"advanced decomp, 1 looper moth, many beetles ","2 flies, total = head + body + moths ",,,,,,,,,,,,,
30/08/2024,Rigaud,Oak,RigOak1.2,0.0745,2,4,0,0,6,32,2,"heavy decomp, many beetles","2 flies, total = heads + moths ",,,,,,,,,,,,,
30/08/2024,Rigaud,Oak,RigOak1.3,0.2314,6,0,0,0,0,0,0,"min decomp, some fungus, no beetles ",intact moths ,,,,,,,,,,,,,
30/08/2024,Rigaud,Oak,RigOak1.4,0.1853,4,0,0,0,4,NA,4,"min decomp, some fungus, ant",intact moths ,,,,,,,,,,,,,
30/08/2024,Rigaud,Oak,RigOak1.5,0.5796,16,2,5,11,23,NA,6,"some beetles, some decomp, 1 looper moth, flies ","6 flies, total = heads + body + moths ",,,,,,,,,,,,,
30/08/2024,Rigaud,Pine,RigPine4.1,0.3184,10,0,0,0,10,NA,0,"couple spiders, 1 looper, min fingus, min decomp",moths intact,,,,,,,,,,,,,
30/08/2024,Rigaud,Pine,RigPine5.1,0.3534,13,0,0,0,13,NA,1,"couple beetles, min decomp, tussock moth, spiders",moths intact,,,,,,,,,,,,,
30/08/2024,Rigaud,Oak/Pine,RigOP5.1,0.3211,12,0,0,0,12,NA,4,"min decomp, multiple flies, min fungus, ","3 flies + spider, moths mostly intact",,,,,,,,,,,,,
30/08/2024,Rigaud,MOM,RigMOM,2.8864,82,2,0,4,84,NA,4,"min decomp, fungus, few beetles, NOT MUCK","4 flies, lots of feces, total = moths + heads ",,,,,,,,,,,,,
02/09/2024,Mont Royal,Oak/Pine,MROP1.1,0.1716,5,0,0,0,5,NA,0,NA,intact moths ,,,,,,,,,,,,,
02/09/2024,Mont Royal,Oak/Pine,MROP1.2,0,0,0,0,0,0,NA,0,NO MOTHS ,NA,,,,,,,,,,,,,
02/09/2024,Mont Royal,Oak/Pine,MROP1.3,0.0709,2,0,0,0,2,NA,0,"flies, spiders, caterpillars ",intact moths ,,,,,,,,,,,,,
02/09/2024,Mont Royal,Oak/Pine,MROP1.4,0.0843,1,0,0,0,1,NA,0,NA,intact moths ,,,,,,,,,,,,,
02/09/2024,Mont Royal,Oak,MROak2.1,0,0,0,0,0,0,NA,0,NO MOTHS ,NA,,,,,,,,,,,,,
02/09/2024,Mont Royal,Oak,MROak1.1,0.0131,0,0,1,2,1,NA,0,snail + flies,wings ignored ,,,,,,,,,,,,,
02/09/2024,Mont Royal,Oak,MROak1.2,0,0,0,0,0,0,NA,0,NO MOTHS ,NA,,,,,,,,,,,,,
02/09/2024,Mont Royal,Oak,MROak1.3,0,0,0,0,0,0,NA,0,NO MOTHS ,NA,,,,,,,,,,,,,
02/09/2024,Mont Royal,Pine,MRPine1.1,0.0093,1,0,0,0,1,NA,0,NA,moth intact,,,,,,,,,,,,,
02/09/2024,Mont Royal,MOM,MRMOM,NA,NA,NA,NA,NA,NA,75.5,NA,"complete muck, tons of beetles, nothing was collected ",NA,,,,,,,,,,,,,
02/09/2024,Mont Royal,Oak,MROak3.1,0.0189,1,0,0,0,1,NA,0,NA,moth intact,,,,,,,,,,,,,
02/09/2024,Mont Royal,Oak,MROak3.2,0.1158,3,0,0,0,3,NA,0,NA,3 moths with fungus ,,,,,,,,,,,,,
02/09/2024,Mont Royal,Oak,MROak3.3,NA,NA,NA,NA,NA,NA,NA,NA,TRAP MISSING ,NA,,,,,,,,,,,,,