date,patch_name,stand_type,stand_category,trap_name,x_quercus,x_pinus,stand_area_ha,mass_g,moth_count,muck_mass,other_species_in_lab,field_notes,lab_notes
15/07/2024,Mont Saint Hilaire,Oak,C,MSHOak1.1,0.6,0,8.5,0,0,NA,0,no moths ,NA
15/07/2024,Mont Saint Hilaire,Oak,C,MSHOak1.2,0.6,0,8.5,0,0,NA,0,no moths ,NA
15/07/2024,Mont Saint Hilaire,Oak,C,MSHOak1.3,0.6,0,8.5,0.0929,1,NA,0,NA,NA
15/07/2024,Mont Saint Hilaire,Oak,C,MSHOak1.4,0.6,0,8.5,0.1308,3,NA,0,NA,NA
15/07/2024,Mont Saint Hilaire,Oak/Pine,H,MSH2Oak1.1,0.3,0.2,7.6,0,0,NA,0,no moths ,NA
15/07/2024,Mont Saint Hilaire,Oak/Pine,H,MSH2Oak1.2,0.3,0.2,7.6,0,0,NA,0,no moths ,NA
16/07/2024,Mont Saint Hilaire,Pine,L,MSHPine1.1,0,0.7,3.8,0.136,2,NA,0,NA,NA
16/07/2024,Mont Saint Hilaire,Oak/Pine,H,MSH2Oak1.3,0.3,0.2,7.6,0,0,NA,0,no moths ,NA
16/07/2024,Mont Saint Hilaire,Pine/Oak,I,MSHOP1.1,0.3,0.4,3.5,0.0567,1,NA,0,2 tussoch moths,NA
16/07/2024,Mont Saint Hilaire,Pine/Oak,I,MSHOP1.2,0.3,0.4,3.5,NA,NA,NA,NA,MISSING IN FIELD,NA
16/07/2024,Mont Saint Hilaire,Oak/Pine,D,MSHOP2.1,0.6,0.1,5.7,0,0,NA,0,no moths ,NA
16/07/2024,Mont Saint Hilaire,Oak/Pine,D,MSHOP2.2,0.6,0.1,5.7,0,0,NA,0,no moths ,NA
16/07/2024,Mont Saint Hilaire,Oak/Pine,D,MSHOP2.3,0.6,0.1,5.7,0.0445,1,NA,0,1 tussoch moth,NA
15/07/2024,Mont Saint Hilaire,MOM,NA,MSHMOM,0.1,0,4.8,0,0,NA,0,no moths ,NA
15/07/2024,Mont Saint Hilaire,MOM,NA,MSH2MOM,0.1,0,4.8,0,0,NA,0,no moths ,NA
15/07/2024,Mont Saint Hilaire,MOM,NA,MSH2MOM2,0.1,0,4.8,0,0,NA,0,no moths ,NA
16/07/2024,Mont Saint Hilaire,Oak/Pine,H,MSH2Oak1.4,0.3,0.2,7.6,0,0,NA,0,no moths ,NA
17/07/2024,Orford,Pine,M,MO2Pine2.1,0,0.8,6.8,0,0,NA,0,no moths ,NA
17/07/2024,Orford,Pine,M,MO2Pine2.2,0,0.8,6.8,0,0,NA,0,no moths ,NA
17/07/2024,Orford,Pine,L,MO2Pine1.1,0,0.7,3.7,0,0,NA,0,no moths ,NA
17/07/2024,Orford,Pine,L,MO2Pine1.2,0,0.7,3.7,0,0,NA,0,trap found open at bottom - closed back up ,NA
17/07/2024,Orford,Oak,F,MO2Oak1.1,0.4,0.2,8.1,0,0,NA,0,no moths ,NA
17/07/2024,Orford,Oak,F,MO2Oak 1.2,0.4,0.2,8.1,0,0,NA,0,2 tussoch moths,NA
17/07/2024,Orford,Oak,F,MO2Oak1.3,0.4,0.2,8.1,0,0,NA,0,no moths ,NA
17/07/2024,Orford,Pine,J,MO2Pine3.1,0,0.5,4.3,0,0,NA,0,no moths ,NA
17/07/2024,Orford,Pine,J,MO2Pine3.2,0,0.5,4.3,0,0,NA,0,1 unknown moth,NA
17/07/2024,Orford,MOM,NA,MO2MOM,0,0,4.6,0,0,NA,0,no moths ,NA
18/07/2024,Orford,MOM,NA,MOMOM,0,0.2,5.9,0,0,NA,0,no moths ,NA
18/07/2024,Orford,Oak,E,MOOak1.1,0.5,0,7.1,0,0,NA,0,no moths ,NA
18/07/2024,Orford,Oak,E,MOOak1.2,0.5,0,7.1,0,0,NA,0,no moths ,NA
18/07/2024,Orford,Oak,E,MOOak1.3,0.5,0,7.1,0,0,NA,0,no moths ,NA
18/07/2024,Orford,Oak,A,MOOak2.1,0.8,0,7.8,0.1135,1,NA,0,NA,NA
18/07/2024,Orford,Oak,A,MOOak2.2,0.8,0,7.8,0,0,NA,0,no moths ,NA
18/07/2024,Orford,Oak,A,MOOak2.3,0.8,0,7.8,0,0,NA,0,no moths ,NA
18/07/2024,Orford,Oak,E,MOOak3.1,0.5,0,11.8,0,0,NA,0,no moths ,NA
18/07/2024,Orford,Oak,E,MOOak3.2,0.5,0,11.8,0,0,NA,0,no moths ,NA
18/07/2024,Orford,Oak,E,MOOak3.3,0.5,0,11.8,0,0,NA,0,no moths ,NA
18/07/2024,Orford,Pine,J,MOPine1.1,0,0.5,5.1,0,0,NA,0,no moths ,NA
18/07/2024,Orford,Pine,J,MOPine1.2,0,0.5,5.1,0,0,NA,0,no moths ,NA
18/07/2024,Orford,Pine,L,MOPine2.1,0,0.7,8.3,0,0,NA,0,no moths ,NA
18/07/2024,Orford,Pine,L,MOPine2.2,0,0.7,8.3,0.0986,1,NA,0,NA,NA
18/07/2024,Orford,Pine,L,MOPine2.3,0,0.7,8.3,0,0,NA,0,no moths ,NA
18/07/2024,Orford,Pine,L,MO2Pine4.1,0,0.6,7.5,0.0212,1,NA,0,NA,NA
18/07/2024,Orford,Pine,L,MO2Pine4.2,0,0.6,7.5,0.1166,1,NA,0,NA,NA
22/07/2024,Oka,MOM,NA,OkaMOM2,0,0,6.3,NA,23,NA,0,NA,NA
22/07/2024,Oka,Oak,E,OkaOak1.1,0.4,0.1,8.1,7.4017,102,NA,0,NA,NA
22/07/2024,Oka,Oak,E,OkaOak1.2,0.4,0.1,8.1,4.6585,61,NA,0,NA,NA
22/07/2024,Oka,Oak,E,OkaOak1.3,0.4,0.1,8.1,3.345,43,NA,0,NA,NA
22/07/2024,Oka,Oak,E,OkaOak1.4,0.4,0.1,8.1,3.0355,38,NA,0,NA,NA
22/07/2024,Oka,Oak,E,OkaOak1.5,0.4,0.1,8.1,1.0043,13,NA,0,NA,NA
22/07/2024,Oka,Oak,E,OkaOak1.6,0.4,0.1,8.1,3.6032,42,NA,1,NA,tiny little ant thing 
22/07/2024,Oka,Pine,I,OkaPine1.1,0.3,0.5,14.2,4.5115,56,NA,0,NA,NA
22/07/2024,Oka,Pine,I,OkaPine1.2,0.3,0.5,14.2,2.9956,37,NA,0,NA,NA
22/07/2024,Oka,Pine,I,OkaPine1.3,0.3,0.5,14.2,2.3188,27,NA,0,NA,NA
22/07/2024,Oka,Pine,I,OkaPine1.4,0.3,0.5,14.2,1.3645,19,NA,1,NA,tiny little beige moth found 
22/07/2024,Oka,Pine,I,OkaPine1.5,0.3,0.5,14.2,2.2659,30,NA,0,NA,NA
22/07/2024,Oka,Pine,I,OkaPine1.6,0.3,0.5,14.2,2.1692,26,NA,0,NA,NA
22/07/2024,Oka,Pine,I,OkaPine1.7,0.3,0.5,14.2,1.4238,18,NA,0,NA,NA
22/07/2024,Oka,Oak/Pine,H,OkaOP2.1,0.3,0.2,8,2.404,30,NA,0,NA,NA
22/07/2024,Oka,Oak/Pine,H,OkaOP2.2,0.3,0.2,8,0.8939,12,NA,0,NA,NA
22/07/2024,Oka,Oak/Pine,H,OkaOP2.3,0.3,0.2,8,7.078,93,NA,0,NA,NA
22/07/2024,Oka,Pine,I,OkaPine2.1,0.3,0.5,12.6,7.822,115,NA,0,NA,NA
22/07/2024,Oka,Pine,I,OkaPine2.2,0.3,0.5,12.6,5.473,76,NA,0,NA,NA
22/07/2024,Oka,Pine,I,OkaPine2.3,0.3,0.5,12.6,2.6138,32,NA,0,NA,NA
22/07/2024,Oka,Pine,I,OkaPine2.4,0.3,0.5,12.6,2.8068,33,NA,0,NA,NA
22/07/2024,Oka,Pine,I,OkaPine2.5,0.3,0.5,12.6,1.0896,13,NA,0,NA,NA
22/07/2024,Oka,MOM,NA,OkaMOM1,0.3,0.1,19.1,NA,31,NA,0,NA,NA
23/07/2024,Oka,Pine/Oak,I,OkaOP3.1,0.3,0.4,18,2.0223,28,NA,0,NA,NA
23/07/2024,Oka,Pine/Oak,I,OkaOP3.2,0.3,0.4,18,1.5265,21,NA,0,NA,NA
23/07/2024,Oka,Pine/Oak,I,OkaOP3.3,0.3,0.4,18,2.2873,27,NA,0,NA,NA
23/07/2024,Oka,Pine/Oak,I,OkaOP3.4,0.3,0.4,18,2.3931,35,NA,0,NA,NA
23/07/2024,Oka,Pine/Oak,I,OkaOP3.5,0.3,0.4,18,1.9842,27,NA,0,NA,NA
23/07/2024,Oka,Pine/Oak,I,OkaOP3.6,0.3,0.4,18,4.2652,57,NA,0,1 tussoch moth,NA
23/07/2024,Oka,Oak/Pine,H,OkaOP1.1,0.3,0.3,8.3,6.2333,95,NA,0,NA,NA
23/07/2024,Oka,Oak/Pine,H,OkaOP1.2,0.3,0.3,8.3,9.7215,144,NA,0,NA,NA
23/07/2024,Oka,Oak/Pine,H,OkaOP1.3,0.3,0.3,8.3,5.5405,73,NA,0,NA,NA
23/07/2024,Oka,Oak/Pine,H,OkaOP1.4,0.3,0.3,8.3,1.9245,29,NA,1,NA,1 small fly
23/07/2024,Oka,Pine,K,OkaPine3.1,0.1,0.7,11.2,2.9515,36,NA,0,1 tussoch moth,NA
23/07/2024,Oka,Pine,K,OkaPine3.2,0.1,0.7,11.2,1.6721,22,NA,0,NA,NA
23/07/2024,Oka,Pine,K,OkaPine3.3,0.1,0.7,11.2,1.8873,24,NA,0,NA,NA
23/07/2024,Oka,Pine,K,OkaPine3.4,0.1,0.7,11.2,1.3805,17,NA,0,NA,NA
23/07/2024,Oka,Pine,K,OkaPine3.5,0.1,0.7,11.2,1.3278,17,NA,0,NA,NA
24/07/2024,Notre Dame de Bonsecours,Oak,C,NDBOak1.1,0.7,0,7.8,1.6175,19,NA,0,NA,NA
24/07/2024,Notre Dame de Bonsecours,Oak,C,NDBOak1.2,0.7,0,7.8,1.7895,21,NA,2,NA,1 small spider and Daddy long leg body
24/07/2024,Notre Dame de Bonsecours,Oak,C,NDBOak1.3,0.7,0,7.8,1.6605,17,NA,1,NA,Daddy long leg body + legs
24/07/2024,Notre Dame de Bonsecours,Oak,C,NDBOak1.4,0.7,0,7.8,1.9685,24,NA,0,NA,NA
24/07/2024,Notre Dame de Bonsecours,Pine,M,NBDPine2.1,0,0.8,4.4,0.5109,6,NA,0,1 tussoch moth,NA
24/07/2024,Notre Dame de Bonsecours,Pine,M,NBDPine2.2,0,0.8,4.4,1.0186,12,NA,0,beetles and lots of flies ,NA
25/07/2024,Papineauville,Oak,E,PAPOak1.1,0.5,0.1,5.9,2.9672,31,NA,0,NA,NA
25/07/2024,Papineauville,Oak,E,PAPOak1.2,0.5,0.1,5.9,2.1857,22,NA,0,NA,NA
25/07/2024,Papineauville,Oak,A,PAPOak2.1,0.8,0,7.3,2.9965,31,NA,0,NA,NA
25/07/2024,Papineauville,Oak,A,PAPOak2.2,0.8,0,7.3,3.4798,39,NA,0,NA,NA
25/07/2024,Papineauville,Oak/Pine,H,PAPOP1.1,0.3,0.3,4.8,3.5277,37,NA,0,NA,NA
25/07/2024,Papineauville,Oak/Pine,H,PAPOP1.2,0.3,0.3,4.8,3.4245,36,NA,0,NA,NA
25/07/2024,Montebello,Oak,C,MontOak1.1,0.7,0,4.8,5.2375,57,NA,0,NA,NA
25/07/2024,Montebello,Oak,C,MontOak1.2,0.7,0,4.8,4.2615,35,NA,0,NA,NA
25/07/2024,Montebello,Pine,I,MontPine2.1,0.3,0.4,7.6,4.3329,44,NA,0,NA,NA
25/07/2024,Montebello,Pine,I,MontPine2.2,0.3,0.4,7.6,0.9917,12,NA,0,NA,NA
25/07/2024,Montebello,Pine,I,MontPine2.3,0.3,0.4,7.6,1.9502,22,NA,0,NA,NA
25/07/2024,Montebello,MOM,NA,MontMOM,0.1,0,5.7,NA,21,NA,0,NA,NA
25/07/2024,Montebello,Oak,B,MontOak2.1,0.8,0.1,7.5,0.7036,8,NA,0,NA,NA
25/07/2024,Montebello,Oak,B,MontOak2.2,0.8,0.1,7.5,2.2237,26,NA,0,NA,NA
25/07/2024,Montebello,Pine,K,MontPine1.1,0.3,0.6,12.2,1.1568,12,NA,4,NA,4 black flies big and small
25/07/2024,Montebello,Pine,K,MontPine1.2,0.3,0.6,12.2,2.1763,23,NA,0,NA,NA
25/07/2024,Montebello,Oak/Pine,G,Mont2OP2.1,0.5,0.4,9.7,1.8106,20,NA,0,NA,20 intact moths + 1 head and 4 wings = 21
25/07/2024,Montebello,Oak/Pine,G,Mont2OP2.2,0.5,0.4,9.7,2.6337,30,NA,0,NA,NA
25/07/2024,Montebello,Pine,M,Mont2Pine1.1,0,0.8,8.2,1.1575,14,NA,0,already a lot of beetles - moths seem to be largely intact,NA
25/07/2024,Montebello,Pine,M,Mont2Pine1.2,0,0.8,8.2,4.8233,49,NA,0,NA,NA
25/07/2024,Montebello,Pine/Oak,I,Mont2OP1.1,0.2,0.4,8.7,1.5639,16,NA,0,NA,NA
25/07/2024,Montebello,Pine/Oak,I,Mont2OP1.2,0.2,0.4,8.7,1.1219,11,NA,0,NA,NA
26/07/2024,Notre Dame de Bonsecours,Oak/Pine,F,NDBOP1.1,0.4,0.3,5.5,NA,NA,NA,NA,Trap completely demolished removed July 26,NA
26/07/2024,Notre Dame de Bonsecours,MOM,NA,NDBMOM,0.3,0,4.9,NA,57,NA,0,already had beetles ,NA
26/07/2024,Notre Dame de Bonsecours,Pine,H,NDBPine1.1,0.2,0.3,4.9,6.6011,68,NA,0,NA,NA
26/07/2024,Notre Dame de Bonsecours,Oak/Pine,F,NDBOP2.1,0.4,0.3,5.5,2.8689,30,NA,0,NA,NA
26/07/2024,Notre Dame de Bonsecours,Oak/Pine,F,NDBOP2.2,0.4,0.3,5.5,4.5682,46,NA,2,NA,2 daddy long legs
26/07/2024,Notre Dame de Bonsecours,Oak/Pine,F,NDBOP2.3,0.4,0.3,5.5,3.7044,42,NA,0,NA,NA
29/07/2024,Rigaud,Pine/Oak,I,RigOP1.1,0.2,0.4,9.4,0.6396,10,NA,1,NA,1 small spider
29/07/2024,Rigaud,Pine/Oak,I,RigOP1.2,0.2,0.4,9.4,0.4017,5,NA,0,NA,NA
29/07/2024,Rigaud,Pine/Oak,I,RigOP1.3,0.2,0.4,9.4,0.5924,8,NA,0,NA,NA
29/07/2024,Rigaud,Oak/Pine,F,RigOP2.1,0.4,0.2,6.5,4.0153,61,NA,0,NA,NA
29/07/2024,Rigaud,Oak/Pine,F,RigOP2.2,0.4,0.2,6.5,1.8852,22,NA,0,NA,NA
29/07/2024,Rigaud,Oak/Pine,F,RigOP3.1,0.4,0.2,9.4,0.5131,7,NA,0,NA,NA
29/07/2024,Rigaud,Oak/Pine,F,RigOP3.2,0.4,0.2,9.4,3.1413,36,NA,0,NA,NA
29/07/2024,Rigaud,Oak/Pine,F,RigOP3.3,0.4,0.2,9.4,0.2639,6,NA,0,"trap torn on one side, may have lost some moths (taped up)",NA
29/07/2024,Rigaud,Pine,K,RigPine2.1,0.1,0.6,8.3,1.0678,12,NA,0,NA,NA
29/07/2024,Rigaud,Pine,K,RigPine2.2,0.1,0.6,8.3,0.2437,3,NA,0,NA,NA
29/07/2024,Rigaud,Pine,K,RigPine2.3,0.1,0.6,8.3,1.7554,19,NA,0,NA,NA
29/07/2024,Rigaud,Pine,L,RigPine3.1,0,0.7,3.6,2.0149,25,NA,0,NA,NA
29/07/2024,Rigaud,Pine,L,RigPine3.2,0,0.7,3.6,0.5344,7,NA,0,NA,NA
30/07/2024,Rigaud,Oak/Pine,H,RigOP4.1,0.3,0.2,5.3,0.3639,11,NA,4,"a lot of muck, only able to collect a few moths pieces ",11 somewhat intact moths + 4 wings = 11 because no other bodies/heads. Also a couple of flies and other tiny insect body parts
30/07/2024,Rigaud,Oak/Pine,H,RigOP4.2,0.3,0.2,5.3,2.3154,35,NA,20,3 beetles but moths intact,many tiny little flies 
30/07/2024,Rigaud,Oak,D,RigOak1.1,0.7,0.1,8.4,1.9312,25,NA,5,NA,tiny little flies
30/07/2024,Rigaud,Oak,D,RigOak1.2,0.7,0.1,8.4,2.6175,33,NA,0,NA,NA
30/07/2024,Rigaud,Oak,D,RigOak1.3,0.7,0.1,8.4,1.4477,17,NA,0,NA,NA
30/07/2024,Rigaud,Oak,D,RigOak1.4,0.7,0.1,8.4,2.1446,30,NA,0,NA,NA
30/07/2024,Rigaud,Oak,D,RigOak1.5,0.7,0.1,8.4,6.4402,82,NA,0,NA,NA
30/07/2024,Rigaud,Pine,I,RigPine4.1,0.2,0.5,3.5,4.1022,51,NA,0,1 unidentified moth,NA
30/07/2024,Rigaud,Pine,J,RigPine5.1,0.1,0.5,6.4,4.0068,55,NA,0,NA,NA
30/07/2024,Rigaud,Oak/Pine,H,RigOP5.1,0.3,0.2,7.6,5.0103,67,NA,0,NA,NA
30/07/2024,Rigaud,MOM,NA,RigMOM,0.2,0,7.3,NA,76,NA,0,NA,NA
01/08/2024,Mont Saint Hilaire,MOM,NA,MSH2MOM2,0.1,0,4.8,NA,6,NA,0,little decomposition,NA
01/08/2024,Mont Saint Hilaire,MOM,NA,MSH2MOM,0.1,0,4.8,NA,6,NA,0,little decomposition,NA
01/08/2024,Mont Saint Hilaire,MOM,NA,MSHMOM,0.1,0,4.8,NA,19,NA,0,some decomposition ,NA
01/08/2024,Mont Saint Hilaire,Oak/Pine,H,MSH2Oak1.1,0.3,0.2,7.6,0.2354,3,NA,0,little decomposition,NA
01/08/2024,Mont Saint Hilaire,Oak/Pine,H,MSH2Oak1.2,0.3,0.2,7.6,0.9479,13,NA,0,little decomposition,NA
01/08/2024,Mont Saint Hilaire,Oak/Pine,H,MSH2Oak1.3,0.3,0.2,7.6,0.2519,4,NA,0,few moths ,NA
01/08/2024,Mont Saint Hilaire,Oak/Pine,H,MSH2Oak1.4,0.3,0.2,7.6,2.5012,32,NA,0,2 tussoch moths,NA
01/08/2024,Mont Saint Hilaire,Oak,C,MSHOak1.1,0.6,0,8.5,0.1414,2,NA,0,little decomposition,NA
01/08/2024,Mont Saint Hilaire,Oak,C,MSHOak1.2,0.6,0,8.5,2.9702,31,NA,0,little decomposition,NA
01/08/2024,Mont Saint Hilaire,Oak,C,MSHOak1.3,0.6,0,8.5,3.3886,36,NA,0,some decomposition ,NA
01/08/2024,Mont Saint Hilaire,Oak,C,MSHOak1.4,0.6,0,8.5,NA,NA,NA,NA,"Trap bottom slightly opened, not moths in or around the trap, taped up",NA
01/08/2024,Mont Saint Hilaire,Pine,L,MSHPine1.1,0,0.7,3.8,6.5669,108,NA,0,"lots of moths, little decomposition",NA
05/08/2024,Mont Royal,Oak/Pine,E,MROP1.1,0.4,0.1,8.9,3.1754,55,NA,0,NA,NA
05/08/2024,Mont Royal,Oak/Pine,E,MROP1.2,0.4,0.1,8.9,1.0114,20,NA,0,NA,NA
05/08/2024,Mont Royal,Oak/Pine,E,MROP1.3,0.4,0.1,8.9,0.7044,13,NA,0,NA,NA
05/08/2024,Mont Royal,Oak/Pine,E,MROP1.4,0.4,0.1,8.9,0.8113,16,NA,0,NA,NA
05/08/2024,Mont Royal,Oak,A,MROak2.1,0.8,0,6.4,0.797,15,NA,0,NA,NA
05/08/2024,Mont Royal,Oak,C,MROak1.1,0.6,0,8.6,0.5771,7,NA,0,NA,NA
05/08/2024,Mont Royal,Oak,C,MROak1.2,0.6,0,8.6,0.9821,20,NA,0,NA,NA
05/08/2024,Mont Royal,Oak,C,MROak1.3,0.6,0,8.6,0.3457,6,NA,0,NA,NA
05/08/2024,Mont Royal,Pine,L,MRPine1.1,0.4,0,14,1.09,24,NA,0,NA,NA
05/08/2024,Mont Royal,MOM,E,MRMOM,0.4,0,14,NA,93,NA,0,NA,NA
05/08/2024,Mont Royal,Oak,E,MROak3.1,0.4,0,11.7,4.9294,95,NA,0,NA,NA
05/08/2024,Mont Royal,Oak,E,MROak3.2,0.4,0,11.7,2.6527,49,NA,0,NA,NA
05/08/2024,Mont Royal,Oak,E,MROak3.3,0.4,0,11.7,NA,NA,NA,NA,"Trap missing, seems to have been removed",NA
15/08/2024,Orford,Pine,M,MO2Pine2.1,0,0.8,6.8,1.742,42,NA,0,NA,"all intact, wings disregarded"
15/08/2024,Orford,Pine,M,MO2Pine2.2,0,0.8,6.8,2.3519,53,NA,1,NA,"1 small beetle, wings disregarded"
15/08/2024,Orford,Pine,L,MO2Pine1.1,0,0.7,3.7,0.8648,21,NA,0,NA,"all intact, wings disregarded "
15/08/2024,Orford,Pine,L,MO2Pine1.2,0,0.7,3.7,1.0668,27,NA,0,NA,"all intact, no wings "
15/08/2024,Orford,Oak,F,MO2Oak1.1,0.4,0.2,8.1,5.947,141,NA,0,"Mostly in-tact moths, some beetle, some decomp","mostly intact moths, disregarded wings since moths were intact, bodies were added to total moths "
15/08/2024,Orford,Oak,F,MO2Oak 1.2,0.4,0.2,8.1,5.592,131,NA,3,"4 non-spongy moths moths, mostly intact, some decomp","3 small flies, 131 intact moths, added the moth bodies (bodies with heads) to total number, wings disregarded"
15/08/2024,Orford,Oak,F,MO2Oak1.3,0.4,0.2,8.1,2.4693,52,25,8,intact moths + more advanced stage of decomp ,"many smal flies and 1 beetle, mostly in-tact moths + bodies + heads = total, wings disregarded"
15/08/2024,Orford,Pine,J,MO2Pine3.1,0,0.5,4.3,3.894,85,NA,2,"1 non spongy moth, some fungus on the moths","a few small flies, wings disregarded since moths are intact "
15/08/2024,Orford,Pine,J,MO2Pine3.2,0,0.5,4.3,3.1737,73,NA,0,NA,"moths intact, disregarded wings "
15/08/2024,Orford,MOM,NA,MO2MOM,0,0,4.6,2.6637,69,17.25,7,"some intact moths, many beetles, relatively advanced stage of decomp ","lots of decomposition, very difficult to count wings so the number is not accurate, wings were disregarded, total moth = body + heads + moth count "
15/08/2024,Orford,Pine,L,MO2Pine4.1,0,0.6,7.5,4.2801,105,NA,3,NA,"1 fly, 1 spider, 1 earwig"
15/08/2024,Orford,Pine,L,MO2Pine4.2,0,0.6,7.5,4.3327,103,NA,3,NA,"1 non-spongy moth, 2 earwigs, 1 fly"
16/08/2024,Orford,MOM,NA,MOMOM,0,0.2,5.9,10.416,254,24,9,"moth in medium level of decomp, powdery but not moldy","decomposition made counting wings hard, total count = body + heads + moths + 1 live moth that flew away, wings disregarded"
16/08/2024,Orford,Oak,E,MOOak1.1,0.5,0,7.1,19.761,378,NA,2,1 beetle,"1 fly, 1 beetle"
16/08/2024,Orford,Oak,E,MOOak1.2,0.5,0,7.1,6.1547,139,NA,2,1 live moth flew away (ADDED TO TOTAL),"1 beetle, 1 stink bug,"
16/08/2024,Orford,Oak,E,MOOak1.3,0.5,0,7.1,14.318,263,NA,2,several beetles but all moths intact ,2 flies
16/08/2024,Orford,Oak,A,MOOak2.1,0.8,0,7.8,5.1015,144,19.5,6,moths in medium level of decomp,"6 tiny flies, lots of decomp, wings hard to count and disregarded, total count = body + heads + moths"
16/08/2024,Orford,Oak,A,MOOak2.2,0.8,0,7.8,4.5178,91,NA,2,NA,"moths intact, 2 flies"
16/08/2024,Orford,Oak,A,MOOak2.3,0.8,0,7.8,5.0056,108,NA,0,1 moth flew away (ADDED TO TOTAL),"moths intact, wing disregarded, total moths = moth count + 1 live moth"
16/08/2024,Orford,Oak,E,MOOak3.1,0.5,0,11.8,7.0338,142,NA,2,"some beetles, moths mostly intact, some decomp","total moths = count + bodies, wings disregarded, 2 beetles"
16/08/2024,Orford,Oak,E,MOOak3.2,0.5,0,11.8,4.681,93,NA,2,"a few beetles, dropped 1 moth (ADDED TO TOTAL)","2 large flies, total moths = count + dropped moth, wings disregarded"
16/08/2024,Orford,Oak,E,MOOak3.3,0.5,0,11.8,1.5711,37,NA,0,few beetles ,intact moths 
16/08/2024,Orford,Pine,J,MOPine1.1,0,0.5,5.1,3.1984,86,NA,0,NA,"16 tiny flies, moths intact"
16/08/2024,Orford,Pine,J,MOPine1.2,0,0.5,5.1,4.7583,114,NA,4,NA,"1 harvestmen, 3 flies"
16/08/2024,Orford,Pine,L,MOPine2.1,0,0.7,8.3,2.677,78,NA,2,one beetle ,"2 tiny flies, wings disregarded"
16/08/2024,Orford,Pine,L,MOPine2.2,0,0.7,8.3,2.3127,53,NA,2,NA,"2 tiny flies, wings disregarded"
16/08/2024,Orford,Pine,L,MOPine2.3,0,0.7,8.3,2.549,65,NA,5,NA,5 tiny flies
20/08/2024,Oka,Oak,E,OkaOak1.1,0.4,0.1,8.1,7.1054,161,NA,4,2 american dagger moths in trap,"1 spider, 3 flies, total moths = moth count + bodies , wings ignored"
20/08/2024,Oka,Oak,E,OkaOak1.2,0.4,0.1,8.1,3.7078,91,NA,9,NA,"9 other species (1 spider, 7 flies, 1 mosquito), total moths = moth count + body/head (i ripped this one in half by accident), wings ignored"
20/08/2024,Oka,Oak,E,OkaOak1.3,0.4,0.1,8.1,3.5431,52,NA,0,"flies and a few beetles, trap was very wet ","moths were still sort of damp, weight probably higher than it should be, whole intact moths. Maybe compare with other bags with similar #s?"
